# -19.66611488335333, 0, 6.31002221664667
(-18.714161, 0.113036, 6.440405), (-18.579239, 0.214838, 6.439967), (-18.580624, 0.21388, 6.283855)
(-18.714161, 0.113036, 6.440405), (-18.714045, 0.119586, 6.596879), (-18.579239, 0.214838, 6.439967)
(-19.111546, -0.228899, 6.440575), (-18.977612, -0.119847, 6.440865), (-18.977753, -0.122947, 6.281887)
(-19.111546, -0.228899, 6.440575), (-19.113672, -0.21748, 6.59938), (-18.977612, -0.119847, 6.440865)
(-18.846027, -0.002313, 6.440752), (-18.714161, 0.113036, 6.440405), (-18.715063, 0.110698, 6.283307)
(-18.846027, -0.002313, 6.440752), (-18.84671, 0.006363, 6.598129), (-18.714161, 0.113036, 6.440405)
(-18.977612, -0.119847, 6.440865), (-18.846027, -0.002313, 6.440752), (-18.846611, -0.00488, 6.282681)
(-18.977612, -0.119847, 6.440865), (-18.979088, -0.109428, 6.599044), (-18.846027, -0.002313, 6.440752)
(-18.714045, 0.119586, 6.596879), (-18.71452, 0.128921, 6.752647), (-18.57859, 0.219809, 6.595603)
(-18.714045, 0.119586, 6.596879), (-18.57859, 0.219809, 6.595603), (-18.579239, 0.214838, 6.439967)
(-18.84671, 0.006363, 6.598129), (-18.84823, 0.018874, 6.754546), (-18.714045, 0.119586, 6.596879)
(-18.84671, 0.006363, 6.598129), (-18.714045, 0.119586, 6.596879), (-18.714161, 0.113036, 6.440405)
(-19.252256, -0.310796, 6.598958), (-19.256359, -0.292559, 6.756888), (-19.113672, -0.21748, 6.59938)
(-19.252256, -0.310796, 6.598958), (-19.113672, -0.21748, 6.59938), (-19.111546, -0.228899, 6.440575)
(-18.979088, -0.109428, 6.599044), (-18.981617, -0.094355, 6.75607), (-18.84671, 0.006363, 6.598129)
(-18.979088, -0.109428, 6.599044), (-18.84671, 0.006363, 6.598129), (-18.846027, -0.002313, 6.440752)
(-19.113672, -0.21748, 6.59938), (-19.117081, -0.200534, 6.756911), (-18.979088, -0.109428, 6.599044)
(-19.113672, -0.21748, 6.59938), (-18.979088, -0.109428, 6.599044), (-18.977612, -0.119847, 6.440865)
# -18.330574416686666, 0, 6.31002221664667
(-18.000648, 0.451602, 5.977322), (-17.998701, 0.444695, 6.131628), (-17.847008, 0.479836, 5.978477)
(-18.000648, 0.451602, 5.977322), (-17.847008, 0.479836, 5.978477), (-17.848818, 0.488057, 5.824299)
(-18.582394, 0.215897, 6.127316), (-18.443426, 0.300286, 6.128697), (-18.445774, 0.306063, 5.972781)
(-18.582394, 0.215897, 6.127316), (-18.580624, 0.21388, 6.283855), (-18.443426, 0.300286, 6.128697)
(-18.443426, 0.300286, 6.128697), (-18.299074, 0.363547, 6.129839), (-18.301254, 0.369139, 5.974604)
(-18.443426, 0.300286, 6.128697), (-18.441658, 0.298262, 6.284363), (-18.299074, 0.363547, 6.129839)
(-18.299074, 0.363547, 6.129839), (-18.150394, 0.409989, 6.130788), (-18.152395, 0.415872, 5.976064)
(-18.299074, 0.363547, 6.129839), (-18.297426, 0.361279, 6.284821), (-18.150394, 0.409989, 6.130788)
(-18.150394, 0.409989, 6.130788), (-17.998701, 0.444695, 6.131628), (-18.000648, 0.451602, 5.977322)
(-18.150394, 0.409989, 6.130788), (-18.14863, 0.40606, 6.285247), (-17.998701, 0.444695, 6.131628)
(-17.998701, 0.444695, 6.131628), (-17.845043, 0.471569, 6.132419), (-17.847008, 0.479836, 5.978477)
(-17.998701, 0.444695, 6.131628), (-17.996824, 0.438868, 6.28568), (-17.845043, 0.471569, 6.132419)
(-18.580624, 0.21388, 6.283855), (-18.579239, 0.214838, 6.439967), (-18.441658, 0.298262, 6.284363)
(-18.580624, 0.21388, 6.283855), (-18.441658, 0.298262, 6.284363), (-18.443426, 0.300286, 6.128697)
(-18.441658, 0.298262, 6.284363), (-18.297426, 0.361279, 6.284821), (-18.299074, 0.363547, 6.129839)
(-18.441658, 0.298262, 6.284363), (-18.440163, 0.298713, 6.439646), (-18.297426, 0.361279, 6.284821)
(-18.297426, 0.361279, 6.284821), (-18.295895, 0.360753, 6.439447), (-18.14863, 0.40606, 6.285247)
(-18.297426, 0.361279, 6.284821), (-18.14863, 0.40606, 6.285247), (-18.150394, 0.409989, 6.130788)
(-18.14863, 0.40606, 6.285247), (-18.146954, 0.403527, 6.439388), (-17.996824, 0.438868, 6.28568)
(-18.14863, 0.40606, 6.285247), (-17.996824, 0.438868, 6.28568), (-17.998701, 0.444695, 6.131628)
(-17.996824, 0.438868, 6.28568), (-17.994921, 0.433806, 6.439452), (-17.843082, 0.463951, 6.286132)
(-17.996824, 0.438868, 6.28568), (-17.843082, 0.463951, 6.286132), (-17.845043, 0.471569, 6.132419)
(-18.146954, 0.403527, 6.439388), (-17.994921, 0.433806, 6.439452), (-17.996824, 0.438868, 6.28568)
(-18.146954, 0.403527, 6.439388), (-18.145206, 0.401659, 6.593228), (-17.994921, 0.433806, 6.439452)
(-18.295895, 0.360753, 6.439447), (-18.146954, 0.403527, 6.439388), (-18.14863, 0.40606, 6.285247)
(-18.295895, 0.360753, 6.439447), (-18.294439, 0.361559, 6.593718), (-18.146954, 0.403527, 6.439388)
(-18.440163, 0.298713, 6.439646), (-18.295895, 0.360753, 6.439447), (-18.297426, 0.361279, 6.284821)
(-18.440163, 0.298713, 6.439646), (-18.439018, 0.301635, 6.59452), (-18.295895, 0.360753, 6.439447)
(-18.579239, 0.214838, 6.439967), (-18.440163, 0.298713, 6.439646), (-18.441658, 0.298262, 6.284363)
(-18.579239, 0.214838, 6.439967), (-18.57859, 0.219809, 6.595603), (-18.440163, 0.298713, 6.439646)
(-18.145206, 0.401659, 6.593228), (-18.143524, 0.400691, 6.746854), (-17.993063, 0.429721, 6.592984)
(-18.145206, 0.401659, 6.593228), (-17.993063, 0.429721, 6.592984), (-17.994921, 0.433806, 6.439452)
(-18.294439, 0.361559, 6.593718), (-18.29283, 0.362232, 6.747711), (-18.145206, 0.401659, 6.593228)
(-18.294439, 0.361559, 6.593718), (-18.145206, 0.401659, 6.593228), (-18.146954, 0.403527, 6.439388)
(-18.439018, 0.301635, 6.59452), (-18.437937, 0.305198, 6.749014), (-18.294439, 0.361559, 6.593718)
(-18.439018, 0.301635, 6.59452), (-18.294439, 0.361559, 6.593718), (-18.295895, 0.360753, 6.439447)
(-18.57859, 0.219809, 6.595603), (-18.57822, 0.226295, 6.750718), (-18.439018, 0.301635, 6.59452)
(-18.57859, 0.219809, 6.595603), (-18.439018, 0.301635, 6.59452), (-18.440163, 0.298713, 6.439646)
# -17.662804183353337, 0, 6.31002221664667
(-17.847008, 0.479836, 5.978477), (-17.845043, 0.471569, 6.132419), (-17.692141, 0.502778, 5.979571)
(-17.847008, 0.479836, 5.978477), (-17.692141, 0.502778, 5.979571), (-17.693981, 0.512157, 5.825741)
(-17.692141, 0.502778, 5.979571), (-17.69018, 0.49332, 6.133194), (-17.536591, 0.52233, 5.980657)
(-17.692141, 0.502778, 5.979571), (-17.536591, 0.52233, 5.980657), (-17.538425, 0.532639, 5.827138)
(-17.536591, 0.52233, 5.980657), (-17.534716, 0.512165, 6.134011), (-17.380713, 0.539854, 5.981775)
(-17.536591, 0.52233, 5.980657), (-17.380713, 0.539854, 5.981775), (-17.382477, 0.550702, 5.828519)
(-17.380713, 0.539854, 5.981775), (-17.378963, 0.529325, 6.134911), (-17.224686, 0.556091, 5.982956)
(-17.380713, 0.539854, 5.981775), (-17.224686, 0.556091, 5.982956), (-17.226351, 0.567255, 5.829921)
(-17.845043, 0.471569, 6.132419), (-17.69018, 0.49332, 6.133194), (-17.692141, 0.502778, 5.979571)
(-17.845043, 0.471569, 6.132419), (-17.843082, 0.463951, 6.286132), (-17.69018, 0.49332, 6.133194)
(-17.69018, 0.49332, 6.133194), (-17.534716, 0.512165, 6.134011), (-17.536591, 0.52233, 5.980657)
(-17.69018, 0.49332, 6.133194), (-17.688244, 0.484464, 6.286628), (-17.534716, 0.512165, 6.134011)
(-17.534716, 0.512165, 6.134011), (-17.378963, 0.529325, 6.134911), (-17.380713, 0.539854, 5.981775)
(-17.534716, 0.512165, 6.134011), (-17.532873, 0.502577, 6.28722), (-17.378963, 0.529325, 6.134911)
(-17.378963, 0.529325, 6.134911), (-17.223095, 0.545465, 6.135916), (-17.224686, 0.556091, 5.982956)
(-17.378963, 0.529325, 6.134911), (-17.377296, 0.519525, 6.287949), (-17.223095, 0.545465, 6.135916)
(-17.843082, 0.463951, 6.286132), (-17.688244, 0.484464, 6.286628), (-17.69018, 0.49332, 6.133194)
(-17.843082, 0.463951, 6.286132), (-17.841131, 0.457051, 6.439617), (-17.688244, 0.484464, 6.286628)
(-17.688244, 0.484464, 6.286628), (-17.686346, 0.476348, 6.439889), (-17.532873, 0.502577, 6.28722)
(-17.688244, 0.484464, 6.286628), (-17.532873, 0.502577, 6.28722), (-17.534716, 0.512165, 6.134011)
(-17.532873, 0.502577, 6.28722), (-17.531124, 0.493874, 6.440311), (-17.377296, 0.519525, 6.287949)
(-17.532873, 0.502577, 6.28722), (-17.377296, 0.519525, 6.287949), (-17.378963, 0.529325, 6.134911)
(-17.377296, 0.519525, 6.287949), (-17.375755, 0.510744, 6.440939), (-17.221626, 0.535733, 6.288832)
(-17.377296, 0.519525, 6.287949), (-17.221626, 0.535733, 6.288832), (-17.223095, 0.545465, 6.135916)
(-17.994921, 0.433806, 6.439452), (-17.841131, 0.457051, 6.439617), (-17.843082, 0.463951, 6.286132)
(-17.994921, 0.433806, 6.439452), (-17.993063, 0.429721, 6.592984), (-17.841131, 0.457051, 6.439617)
(-17.841131, 0.457051, 6.439617), (-17.686346, 0.476348, 6.439889), (-17.688244, 0.484464, 6.286628)
(-17.841131, 0.457051, 6.439617), (-17.839237, 0.451098, 6.592916), (-17.686346, 0.476348, 6.439889)
(-17.686346, 0.476348, 6.439889), (-17.531124, 0.493874, 6.440311), (-17.532873, 0.502577, 6.28722)
(-17.686346, 0.476348, 6.439889), (-17.68454, 0.469242, 6.593025), (-17.531124, 0.493874, 6.440311)
(-17.531124, 0.493874, 6.440311), (-17.375755, 0.510744, 6.440939), (-17.377296, 0.519525, 6.287949)
(-17.531124, 0.493874, 6.440311), (-17.529503, 0.486315, 6.59335), (-17.375755, 0.510744, 6.440939)
(-17.375755, 0.510744, 6.440939), (-17.22032, 0.527122, 6.441748), (-17.221626, 0.535733, 6.288832)
(-17.375755, 0.510744, 6.440939), (-17.37438, 0.503178, 6.593925), (-17.22032, 0.527122, 6.441748)
(-17.839237, 0.451098, 6.592916), (-17.837461, 0.446288, 6.74612), (-17.68454, 0.469242, 6.593025)
(-17.839237, 0.451098, 6.592916), (-17.68454, 0.469242, 6.593025), (-17.686346, 0.476348, 6.439889)
(-17.993063, 0.429721, 6.592984), (-17.991293, 0.426649, 6.746355), (-17.839237, 0.451098, 6.592916)
(-17.993063, 0.429721, 6.592984), (-17.839237, 0.451098, 6.592916), (-17.841131, 0.457051, 6.439617)
(-17.68454, 0.469242, 6.593025), (-17.682888, 0.46345, 6.74614), (-17.529503, 0.486315, 6.59335)
(-17.68454, 0.469242, 6.593025), (-17.529503, 0.486315, 6.59335), (-17.531124, 0.493874, 6.440311)
(-17.529503, 0.486315, 6.59335), (-17.528084, 0.480215, 6.746439), (-17.37438, 0.503178, 6.593925)
(-17.529503, 0.486315, 6.59335), (-17.37438, 0.503178, 6.593925), (-17.375755, 0.510744, 6.440939)
(-17.37438, 0.503178, 6.593925), (-17.373236, 0.497164, 6.747036), (-17.21921, 0.519828, 6.594721)
(-17.37438, 0.503178, 6.593925), (-17.21921, 0.519828, 6.594721), (-17.22032, 0.527122, 6.441748)
# -16.99503395002, 0, 6.31002221664667
(-17.224686, 0.556091, 5.982956), (-17.223095, 0.545465, 6.135916), (-17.068556, 0.571241, 5.984194)
(-17.224686, 0.556091, 5.982956), (-17.068556, 0.571241, 5.984194), (-17.070099, 0.582532, 5.831341)
(-17.068556, 0.571241, 5.984194), (-17.067146, 0.560709, 6.137024), (-16.912342, 0.585335, 5.98548)
(-17.068556, 0.571241, 5.984194), (-16.912342, 0.585335, 5.98548), (-16.91375, 0.596631, 5.832773)
(-16.912342, 0.585335, 5.98548), (-16.911108, 0.575031, 6.138211), (-16.756023, 0.598353, 5.986795)
(-16.912342, 0.585335, 5.98548), (-16.756023, 0.598353, 5.986795), (-16.757307, 0.609532, 5.834205)
(-16.756023, 0.598353, 5.986795), (-16.754953, 0.588311, 6.139446), (-16.599562, 0.610169, 5.988104)
(-16.756023, 0.598353, 5.986795), (-16.599562, 0.610169, 5.988104), (-16.600729, 0.621235, 5.835614)
(-17.223095, 0.545465, 6.135916), (-17.067146, 0.560709, 6.137024), (-17.068556, 0.571241, 5.984194)
(-17.223095, 0.545465, 6.135916), (-17.221626, 0.535733, 6.288832), (-17.067146, 0.560709, 6.137024)
(-17.067146, 0.560709, 6.137024), (-16.911108, 0.575031, 6.138211), (-16.912342, 0.585335, 5.98548)
(-17.067146, 0.560709, 6.137024), (-17.065884, 0.551211, 6.289847), (-16.911108, 0.575031, 6.138211)
(-16.911108, 0.575031, 6.138211), (-16.754953, 0.588311, 6.139446), (-16.756023, 0.598353, 5.986795)
(-16.911108, 0.575031, 6.138211), (-16.910059, 0.565902, 6.290981), (-16.754953, 0.588311, 6.139446)
(-16.754953, 0.588311, 6.139446), (-16.598644, 0.600399, 6.140691), (-16.599562, 0.610169, 5.988104)
(-16.754953, 0.588311, 6.139446), (-16.754105, 0.579587, 6.29218), (-16.598644, 0.600399, 6.140691)
(-17.221626, 0.535733, 6.288832), (-17.065884, 0.551211, 6.289847), (-17.067146, 0.560709, 6.137024)
(-17.221626, 0.535733, 6.288832), (-17.22032, 0.527122, 6.441748), (-17.065884, 0.551211, 6.289847)
(-17.065884, 0.551211, 6.289847), (-17.064819, 0.542965, 6.442726), (-16.910059, 0.565902, 6.290981)
(-17.065884, 0.551211, 6.289847), (-16.910059, 0.565902, 6.290981), (-16.911108, 0.575031, 6.138211)
(-16.910059, 0.565902, 6.290981), (-16.909229, 0.5581, 6.443841), (-16.754105, 0.579587, 6.29218)
(-16.910059, 0.565902, 6.290981), (-16.754105, 0.579587, 6.29218), (-16.754953, 0.588311, 6.139446)
(-16.754105, 0.579587, 6.29218), (-16.753511, 0.572361, 6.445085), (-16.59798, 0.592096, 6.293404)
(-16.754105, 0.579587, 6.29218), (-16.59798, 0.592096, 6.293404), (-16.598644, 0.600399, 6.140691)
(-17.22032, 0.527122, 6.441748), (-17.064819, 0.542965, 6.442726), (-17.065884, 0.551211, 6.289847)
(-17.22032, 0.527122, 6.441748), (-17.21921, 0.519828, 6.594721), (-17.064819, 0.542965, 6.442726)
(-17.064819, 0.542965, 6.442726), (-16.909229, 0.5581, 6.443841), (-16.910059, 0.565902, 6.290981)
(-17.064819, 0.542965, 6.442726), (-17.063984, 0.536139, 6.595726), (-16.909229, 0.5581, 6.443841)
(-16.909229, 0.5581, 6.443841), (-16.753511, 0.572361, 6.445085), (-16.754105, 0.579587, 6.29218)
(-16.909229, 0.5581, 6.443841), (-16.908661, 0.55186, 6.596913), (-16.753511, 0.572361, 6.445085)
(-16.753511, 0.572361, 6.445085), (-16.597593, 0.585372, 6.446309), (-16.59798, 0.592096, 6.293404)
(-16.753511, 0.572361, 6.445085), (-16.75318, 0.566658, 6.598205), (-16.597593, 0.585372, 6.446309)
(-17.21921, 0.519828, 6.594721), (-17.218359, 0.514157, 6.747896), (-17.063984, 0.536139, 6.595726)
(-17.21921, 0.519828, 6.594721), (-17.063984, 0.536139, 6.595726), (-17.064819, 0.542965, 6.442726)
(-17.063984, 0.536139, 6.595726), (-17.063423, 0.530971, 6.74901), (-16.908661, 0.55186, 6.596913)
(-17.063984, 0.536139, 6.595726), (-16.908661, 0.55186, 6.596913), (-16.909229, 0.5581, 6.443841)
(-16.908661, 0.55186, 6.596913), (-16.908356, 0.547173, 6.750283), (-16.75318, 0.566658, 6.598205)
(-16.908661, 0.55186, 6.596913), (-16.75318, 0.566658, 6.598205), (-16.753511, 0.572361, 6.445085)
(-16.75318, 0.566658, 6.598205), (-16.753113, 0.5625, 6.751668), (-16.597483, 0.580242, 6.599473)
(-16.75318, 0.566658, 6.598205), (-16.597483, 0.580242, 6.599473), (-16.597593, 0.585372, 6.446309)
# -16.32726371668667, 0, 6.31002221664667
(-16.335649, 1.163988, 5.978102), (-16.312183, 1.173525, 5.972103), (-16.361645, 1.16672, 5.881491)
(-16.335649, 1.163988, 5.978102), (-16.361645, 1.16672, 5.881491), (-16.510052, 1.16672, 5.920817)
(-16.599562, 0.610169, 5.988104), (-16.598644, 0.600399, 6.140691), (-16.44293, 0.620598, 5.989379)
(-16.599562, 0.610169, 5.988104), (-16.44293, 0.620598, 5.989379), (-16.443993, 0.631531, 5.836971)
(-16.44293, 0.620598, 5.989379), (-16.442158, 0.611111, 6.141918), (-16.286104, 0.629442, 5.990589)
(-16.44293, 0.620598, 5.989379), (-16.286104, 0.629442, 5.990589), (-16.287071, 0.640247, 5.838248)
(-15.995216, 1.170794, 5.990189), (-15.938667, 1.170794, 5.974939), (-15.964443, 1.173525, 5.879141)
(-15.995216, 1.170794, 5.990189), (-15.969404, 1.168062, 6.086118), (-15.938667, 1.170794, 5.974939)
(-16.286104, 0.629442, 5.990589), (-16.285448, 0.620256, 6.143081), (-16.129044, 0.636564, 5.991707)
(-16.286104, 0.629442, 5.990589), (-16.129044, 0.636564, 5.991707), (-16.129948, 0.647214, 5.839426)
(-16.129044, 0.636564, 5.991707), (-16.128481, 0.627667, 6.144153), (-15.971708, 0.641791, 5.992705)
(-16.129044, 0.636564, 5.991707), (-15.971708, 0.641791, 5.992705), (-15.972571, 0.652317, 5.840478)
(-16.01811, 1.161257, 5.996093), (-15.995216, 1.170794, 5.990189), (-16.021025, 1.173525, 5.894267)
(-16.01811, 1.161257, 5.996093), (-15.992283, 1.158525, 6.092076), (-15.995216, 1.170794, 5.990189)
(-16.517849, 0.408838, 6.005214), (-16.568983, 1.173525, 6.040753), (-16.54398, 0.411578, 5.907915)
(-16.483967, 1.163988, 6.017752), (-16.335649, 1.163988, 5.978102), (-16.510052, 1.16672, 5.920817)
(-16.483967, 1.163988, 6.017752), (-16.510052, 1.16672, 5.920817), (-16.532833, 1.176256, 5.927132)
(-16.506741, 1.173525, 6.024113), (-16.483967, 1.163988, 6.017752), (-16.532833, 1.176256, 5.927132)
(-16.506741, 1.173525, 6.024113), (-16.532833, 1.176256, 5.927132), (-16.595116, 1.176256, 5.943636)
(-16.16634, 1.161257, 6.036067), (-16.01811, 1.161257, 5.996093), (-16.043934, 1.163988, 5.900118)
(-16.16634, 1.161257, 6.036067), (-16.140429, 1.158525, 6.132372), (-16.01811, 1.161257, 5.996093)
(-16.568983, 1.173525, 6.040753), (-16.506741, 1.173525, 6.024113), (-16.595116, 1.176256, 5.943636)
(-16.568983, 1.173525, 6.040753), (-16.595116, 1.176256, 5.943636), (-16.54398, 0.411578, 5.907915)
(-16.189655, 1.170794, 6.042623), (-16.215578, 1.173525, 5.946277), (-16.237928, 1.170794, 6.055641)
(-16.189655, 1.170794, 6.042623), (-16.16634, 1.161257, 6.036067), (-16.192249, 1.163988, 5.939768)
(-16.189655, 1.170794, 6.042623), (-16.237928, 1.170794, 6.055641), (-16.211977, 1.168062, 6.152099)
(-16.189655, 1.170794, 6.042623), (-16.163729, 1.168062, 6.138976), (-16.16634, 1.161257, 6.036067)
(-16.237928, 1.170794, 6.055641), (-16.286205, 1.170794, 6.068659), (-16.211977, 1.168062, 6.152099)
(-16.286205, 1.170794, 6.068659), (-16.312183, 1.173525, 5.972103), (-16.335649, 1.163988, 5.978102)
(-16.286205, 1.170794, 6.068659), (-16.260221, 1.168062, 6.165223), (-16.211977, 1.168062, 6.152099)
(-16.309654, 1.161257, 6.074714), (-16.286205, 1.170794, 6.068659), (-16.335649, 1.163988, 5.978102)
(-16.309654, 1.161257, 6.074714), (-16.335649, 1.163988, 5.978102), (-16.483967, 1.163988, 6.017752)
(-16.491716, 0.406098, 6.102513), (-16.542854, 1.170793, 6.137869), (-16.517849, 0.408838, 6.005214)
(-16.457884, 1.161257, 6.114687), (-16.309654, 1.161257, 6.074714), (-16.483967, 1.163988, 6.017752)
(-16.457884, 1.161257, 6.114687), (-16.483967, 1.163988, 6.017752), (-16.506741, 1.173525, 6.024113)
(-16.480644, 1.170793, 6.121093), (-16.457884, 1.161257, 6.114687), (-16.506741, 1.173525, 6.024113)
(-16.480644, 1.170793, 6.121093), (-16.506741, 1.173525, 6.024113), (-16.568983, 1.173525, 6.040753)
(-16.140429, 1.158525, 6.132372), (-15.992283, 1.158525, 6.092076), (-16.01811, 1.161257, 5.996093)
(-16.140429, 1.158525, 6.132372), (-16.113995, 1.15589, 6.228568), (-15.992283, 1.158525, 6.092076)
(-16.542854, 1.170793, 6.137869), (-16.480644, 1.170793, 6.121093), (-16.568983, 1.173525, 6.040753)
(-16.542854, 1.170793, 6.137869), (-16.568983, 1.173525, 6.040753), (-16.517849, 0.408838, 6.005214)
(-16.163729, 1.168062, 6.138976), (-16.189655, 1.170794, 6.042623), (-16.211977, 1.168062, 6.152099)
(-16.163729, 1.168062, 6.138976), (-16.140429, 1.158525, 6.132372), (-16.16634, 1.161257, 6.036067)
(-16.163729, 1.168062, 6.138976), (-16.211977, 1.168062, 6.152099), (-16.185505, 1.165427, 6.248425)
