# -5.95952630002, 0, -5.95647930002
22119, 4725, 22015
22149, 56566, 4755
22149, 4755, 22048
4755, 22159, 56555
4755, 22047, 22159
4715, 22119, 56595
4715, 22003, 22119
22159, 56556, 4765
22159, 4765, 22059
22109, 56606, 4715
22109, 4715, 22004
4705, 22109, 56605
4705, 21992, 22109
4765, 22169, 56545
4765, 22058, 22169
22099, 56616, 4705
22099, 4705, 21993
22169, 56546, 4775
22169, 4775, 22070
4695, 22099, 56615
4695, 21981, 22099
22037, 56565, 22150
22037, 4745, 56565
56565, 22048, 4756
56565, 22149, 22048
4775, 22179, 56535
4775, 22069, 22179
22048, 56555, 22160
22048, 4755, 56555
22089, 56626, 4695
22089, 4695, 21982
56575, 22037, 4746
56575, 22139, 22037
22179, 56536, 1585
22179, 1585, 16590
22026, 56575, 22140
22026, 4735, 56575
3705, 19909, 57805
3705, 19792, 19909
4685, 22089, 56625
4685, 21970, 22089
19909, 57806, 3715
19909, 3715, 19804
3715, 19919, 57795
3715, 19803, 19919
19899, 57816, 3705
19899, 3705, 19793
1585, 19879, 57835
1585, 16589, 19879
3695, 19899, 57815
3695, 19781, 19899
19919, 57796, 3725
19919, 3725, 19815
56555, 22059, 4766
56555, 22159, 22059
22079, 56636, 4685
22079, 4685, 21971
19879, 57836, 3685
19879, 3685, 19771
19889, 57826, 3695
19889, 3695, 19782
3725, 19929, 57785
3725, 19814, 19929
3685, 19889, 57825
3685, 19770, 19889
56585, 22026, 4736
56585, 22129, 22026
19929, 57786, 3735
19929, 3735, 19826
1475, 22079, 56635
1475, 16479, 22079
3735, 19939, 57775
3735, 19825, 19939
24379, 55336, 1475
24379, 1475, 16480
19939, 57776, 3745
19939, 3745, 19837
5775, 24379, 55335
5775, 24269, 24379
24369, 55346, 5775
24369, 5775, 24270
5765, 24369, 55345
5765, 24258, 24369
3745, 19949, 57765
3745, 19836, 19949
19949, 57766, 3755
19949, 3755, 19848
19979, 57736, 182
19979, 182, 15186
3775, 19979, 57735
3775, 19869, 19979
19969, 57746, 3775
19969, 3775, 19870
3765, 19969, 57745
3765, 19858, 19969
19959, 57756, 3765
19959, 3765, 19859
3755, 19959, 57755
3755, 19847, 19959
22015, 56585, 22130
22015, 4725, 56585
22059, 56545, 22170
22059, 4765, 56545
56595, 22015, 4726
56595, 22119, 22015
56545, 22070, 4776
56545, 22169, 22070
4756, 22160, 56554
4756, 22048, 22160
22150, 56565, 4756
22150, 4756, 22049
4746, 22150, 56564
4746, 22037, 22150
22004, 56595, 22120
22004, 4715, 56595
22160, 56555, 4766
22160, 4766, 22060
22070, 56535, 22180
22070, 4775, 56535
22140, 56575, 4746
22140, 4746, 22038
56605, 22004, 4716
56605, 22109, 22004
4736, 22140, 56574
4736, 22026, 22140
4766, 22170, 56544
4766, 22059, 22170
56535, 16590, 1586
56535, 22179, 16590
21993, 56605, 22110
21993, 4705, 56605
22130, 56585, 4736
22130, 4736, 22027
16590, 57835, 19880
16590, 1585, 57835
56615, 21993, 4706
56615, 22099, 21993
19793, 57805, 19910
19793, 3705, 57805
57835, 19771, 3686
57835, 19879, 19771
57815, 19793, 3706
57815, 19899, 19793
57805, 19804, 3716
57805, 19909, 19804
19782, 57815, 19900
19782, 3695, 57815
22170, 56545, 4776
22170, 4776, 22071
19804, 57795, 19920
19804, 3715, 57795
57825, 19782, 3696
57825, 19889, 19782
21982, 56615, 22100
21982, 4695, 56615
57795, 19815, 3726
57795, 19919, 19815
19771, 57825, 19890
19771, 3685, 57825
4726, 22130, 56584
4726, 22015, 22130
19815, 57785, 19930
19815, 3725, 57785
56625, 21982, 4696
56625, 22089, 21982
22049, 56554, 22161
22049, 4756, 56554
57785, 19826, 3736
57785, 19929, 19826
56564, 22049, 4757
56564, 22150, 22049
19826, 57775, 19940
19826, 3735, 57775
56554, 22060, 4767
56554, 22160, 22060
21971, 56625, 22090
21971, 4685, 56625
22038, 56564, 22151
22038, 4746, 56564
57775, 19837, 3746
57775, 19939, 19837
4776, 22180, 56534
4776, 22070, 22180
56635, 21971, 4686
56635, 22079, 21971
19837, 57765, 19950
19837, 3745, 57765
22060, 56544, 22171
22060, 4766, 56544
16480, 56635, 22080
16480, 1475, 56635
57765, 19848, 3756
57765, 19949, 19848
22120, 56595, 4726
22120, 4726, 22016
55335, 16480, 1476
55335, 24379, 16480
24270, 55335, 24380
24270, 5775, 55335
55345, 24270, 5776
55345, 24369, 24270
24259, 55345, 24370
24259, 5765, 55345
19848, 57755, 19960
19848, 3755, 57755
57755, 19859, 3766
57755, 19959, 19859
57735, 15186, 181
57735, 19979, 15186
19870, 57735, 19980
19870, 3775, 57735
57745, 19870, 3776
57745, 19969, 19870
19859, 57745, 19970
19859, 3765, 57745
56574, 22038, 4747
56574, 22140, 22038
22180, 56535, 1586
22180, 1586, 16591
56544, 22071, 4777
56544, 22170, 22071
22027, 56574, 22141
22027, 4736, 56574
4716, 22120, 56594
4716, 22004, 22120
1586, 19880, 57834
1586, 16590, 19880
22071, 56534, 22181
22071, 4776, 56534
22110, 56605, 4716
22110, 4716, 22005
56584, 22027, 4737
56584, 22130, 22027
4757, 22161, 56553
4757, 22049, 22161
22161, 56554, 4767
22161, 4767, 22061
4767, 22171, 56543
4767, 22060, 22171
19880, 57835, 3686
19880, 3686, 19772
3706, 19910, 57804
3706, 19793, 19910
19900, 57815, 3706
19900, 3706, 19794
22151, 56564, 4757
22151, 4757, 22050
3696, 19900, 57814
3696, 19782, 19900
19910, 57805, 3716
19910, 3716, 19805
56534, 16591, 1587
56534, 22180, 16591
4706, 22110, 56604
4706, 21993, 22110
3716, 19920, 57794
3716, 19804, 19920
19890, 57825, 3696
19890, 3696, 19783
4747, 22151, 56563
4747, 22038, 22151
3686, 19890, 57824
3686, 19771, 19890
19920, 57795, 3726
19920, 3726, 19816
22171, 56544, 4777
22171, 4777, 22072
22016, 56584, 22131
22016, 4726, 56584
3726, 19930, 57784
3726, 19815, 19930
22100, 56615, 4706
22100, 4706, 21994
22141, 56574, 4747
22141, 4747, 22039
16591, 57834, 19881
16591, 1586, 57834
19930, 57785, 3736
19930, 3736, 19827
4696, 22100, 56614
4696, 21982, 22100
4777, 22181, 56533
4777, 22071, 22181
3736, 19940, 57774
3736, 19826, 19940
22090, 56625, 4696
22090, 4696, 21983
57834, 19772, 3687
57834, 19880, 19772
4737, 22141, 56573
4737, 22027, 22141
19940, 57775, 3746
19940, 3746, 19838
4686, 22090, 56624
4686, 21971, 22090
56594, 22016, 4727
56594, 22120, 22016
22181, 56534, 1587
22181, 1587, 16592
19772, 57824, 19891
19772, 3686, 57824
22080, 56635, 4686
22080, 4686, 21972
3746, 19950, 57764
3746, 19837, 19950
57824, 19783, 3697
57824, 19890, 19783
19950, 57765, 3756
19950, 3756, 19849
19794, 57804, 19911
19794, 3706, 57804
57814, 19794, 3707
57814, 19900, 19794
19783, 57814, 19901
19783, 3696, 57814
1476, 22080, 56634
1476, 16480, 22080
24380, 55335, 1476
24380, 1476, 16481
5776, 24380, 55334
5776, 24270, 24380
24370, 55345, 5776
24370, 5776, 24271
5766, 24370, 55344
5766, 24259, 24370
3756, 19960, 57754
3756, 19848, 19960
19960, 57755, 3766
19960, 3766, 19860
19980, 57735, 181
19980, 181, 15185
3776, 19980, 57734
3776, 19870, 19980
19970, 57745, 3776
19970, 3776, 19871
3766, 19970, 57744
3766, 19859, 19970
57804, 19805, 3717
57804, 19910, 19805
19805, 57794, 19921
19805, 3716, 57794
1587, 19881, 57833
1587, 16591, 19881
22131, 56584, 4737
22131, 4737, 22028
57794, 19816, 3727
57794, 19920, 19816
19881, 57834, 3687
19881, 3687, 19773
22005, 56594, 22121
22005, 4716, 56594
22050, 56553, 22162
22050, 4757, 56553
56553, 22061, 4768
56553, 22161, 22061
22061, 56543, 22172
22061, 4767, 56543
19816, 57784, 19931
19816, 3726, 57784
56563, 22050, 4758
56563, 22151, 22050
3687, 19891, 57823
3687, 19772, 19891
56543, 22072, 4778
56543, 22171, 22072
19891, 57824, 3697
19891, 3697, 19784
57784, 19827, 3737
57784, 19930, 19827
22039, 56563, 22152
22039, 4747, 56563
56604, 22005, 4717
56604, 22110, 22005
22072, 56533, 22182
22072, 4777, 56533
3697, 19901, 57813
3697, 19783, 19901
4727, 22131, 56583
4727, 22016, 22131
19901, 57814, 3707
19901, 3707, 19795
3707, 19911, 57803
3707, 19794, 19911
56533, 16592, 1588
56533, 22181, 16592
19911, 57804, 3717
19911, 3717, 19806
19827, 57774, 19941
19827, 3736, 57774
3717, 19921, 57793
3717, 19805, 19921
16592, 57833, 19882
16592, 1587, 57833
21994, 56604, 22111
21994, 4706, 56604
56573, 22039, 4748
56573, 22141, 22039
57774, 19838, 3747
57774, 19940, 19838
57833, 19773, 3688
57833, 19881, 19773
19795, 57803, 19912
19795, 3707, 57803
57813, 19795, 3708
57813, 19901, 19795
19784, 57813, 19902
19784, 3697, 57813
56614, 21994, 4707
56614, 22100, 21994
57823, 19784, 3698
57823, 19891, 19784
19773, 57823, 19892
19773, 3687, 57823
19921, 57794, 3727
19921, 3727, 19817
21983, 56614, 22101
21983, 4696, 56614
19838, 57764, 19951
19838, 3746, 57764
22121, 56594, 4727
22121, 4727, 22017
57803, 19806, 3718
57803, 19911, 19806
56624, 21983, 4697
56624, 22090, 21983
57764, 19849, 3757
57764, 19950, 19849
3708, 19912, 57802
3708, 19795, 19912
3727, 19931, 57783
3727, 19816, 19931
19902, 57813, 3708
19902, 3708, 19796
22028, 56573, 22142
22028, 4737, 56573
21972, 56624, 22091
21972, 4686, 56624
3698, 19902, 57812
3698, 19784, 19902
19849, 57754, 19961
19849, 3756, 57754
56634, 21972, 4687
56634, 22080, 21972
57754, 19860, 3767
57754, 19960, 19860
16481, 56634, 22081
16481, 1476, 56634
55334, 16481, 1477
55334, 24380, 16481
24271, 55334, 24381
24271, 5776, 55334
55344, 24271, 5777
55344, 24370, 24271
24260, 55344, 24371
24260, 5766, 55344
19860, 57744, 19971
19860, 3766, 57744
57744, 19871, 3777
57744, 19970, 19871
57734, 15185, 180
57734, 19980, 15185
19871, 57734, 19981
19871, 3776, 57734
4768, 22172, 56542
4768, 22061, 22172
19806, 57793, 19922
19806, 3717, 57793
22162, 56553, 4768
22162, 4768, 22062
4758, 22162, 56552
4758, 22050, 22162
22172, 56543, 4778
22172, 4778, 22073
19892, 57823, 3698
19892, 3698, 19785
4778, 22182, 56532
4778, 22072, 22182
19931, 57784, 3737
19931, 3737, 19828
22182, 56533, 1588
22182, 1588, 16593
22152, 56563, 4758
22152, 4758, 22051
1588, 19882, 57832
1588, 16592, 19882
19912, 57803, 3718
19912, 3718, 19807
19882, 57833, 3688
19882, 3688, 19774
3688, 19892, 57822
3688, 19773, 19892
4717, 22121, 56593
4717, 22005, 22121
4748, 22152, 56562
4748, 22039, 22152
57793, 19817, 3728
57793, 19921, 19817
3737, 19941, 57773
3737, 19827, 19941
56583, 22028, 4738
56583, 22131, 22028
3718, 19922, 57792
3718, 19806, 19922
22111, 56604, 4717
22111, 4717, 22006
19941, 57774, 3747
19941, 3747, 19839
19817, 57783, 19932
19817, 3727, 57783
19796, 57802, 19913
19796, 3708, 57802
57812, 19796, 3709
57812, 19902, 19796
19785, 57812, 19903
19785, 3698, 57812
22142, 56573, 4748
22142, 4748, 22040
3747, 19951, 57763
3747, 19838, 19951
4707, 22111, 56603
4707, 21994, 22111
22017, 56583, 22132
22017, 4727, 56583
57783, 19828, 3738
57783, 19931, 19828
22101, 56614, 4707
22101, 4707, 21995
19922, 57793, 3728
19922, 3728, 19818
19951, 57764, 3757
19951, 3757, 19850
57822, 19785, 3699
57822, 19892, 19785
57802, 19807, 3719
57802, 19912, 19807
4697, 22101, 56613
4697, 21983, 22101
22062, 56542, 22173
22062, 4768, 56542
22091, 56624, 4697
22091, 4697, 21984
3757, 19961, 57753
3757, 19849, 19961
56552, 22062, 4769
56552, 22162, 22062
56542, 22073, 4779
56542, 22172, 22073
22051, 56552, 22163
22051, 4758, 56552
19961, 57754, 3767
19961, 3767, 19861
4687, 22091, 56623
4687, 21972, 22091
22081, 56634, 4687
22081, 4687, 21973
1477, 22081, 56633
1477, 16481, 22081
24381, 55334, 1477
24381, 1477, 16482
5777, 24381, 55333
5777, 24271, 24381
24371, 55344, 5777
24371, 5777, 24272
5767, 24371, 55343
5767, 24260, 24371
3767, 19971, 57743
3767, 19860, 19971
22073, 56532, 22183
22073, 4778, 56532
19971, 57744, 3777
19971, 3777, 19872
19981, 57734, 180
19981, 180, 15184
3777, 19981, 57733
3777, 19871, 19981
4738, 22142, 56572
4738, 22028, 22142
19828, 57773, 19942
19828, 3737, 57773
19774, 57822, 19893
19774, 3688, 57822
56532, 16593, 1589
56532, 22182, 16593
57832, 19774, 3689
57832, 19882, 19774
56593, 22017, 4728
56593, 22121, 22017
56562, 22051, 4759
56562, 22152, 22051
19807, 57792, 19923
19807, 3718, 57792
16593, 57832, 19883
16593, 1588, 57832
3728, 19932, 57782
3728, 19817, 19932
3709, 19913, 57801
3709, 19796, 19913
19903, 57812, 3709
19903, 3709, 19797
57773, 19839, 3748
57773, 19941, 19839
22040, 56562, 22153
22040, 4748, 56562
3699, 19903, 57811
3699, 19785, 19903
22006, 56593, 22122
22006, 4717, 56593
19932, 57783, 3738
19932, 3738, 19829
22132, 56583, 4738
22132, 4738, 22029
19839, 57763, 19952
19839, 3747, 57763
19913, 57802, 3719
19913, 3719, 19808
57792, 19818, 3729
57792, 19922, 19818
19893, 57822, 3699
19893, 3699, 19786
56603, 22006, 4718
56603, 22111, 22006
57763, 19850, 3758
57763, 19951, 19850
56572, 22040, 4749
56572, 22142, 22040
4769, 22173, 56541
4769, 22062, 22173
3738, 19942, 57772
3738, 19828, 19942
3719, 19923, 57791
3719, 19807, 19923
22163, 56552, 4769
22163, 4769, 22063
19850, 57753, 19962
19850, 3757, 57753
21995, 56603, 22112
21995, 4707, 56603
22173, 56542, 4779
22173, 4779, 22074
3689, 19893, 57821
3689, 19774, 19893
4759, 22163, 56551
4759, 22051, 22163
56613, 21995, 4708
56613, 22101, 21995
57753, 19861, 3768
57753, 19961, 19861
4779, 22183, 56531
4779, 22073, 22183
21984, 56613, 22102
21984, 4697, 56613
56623, 21984, 4698
56623, 22091, 21984
4728, 22132, 56582
4728, 22017, 22132
21973, 56623, 22092
21973, 4687, 56623
19861, 57743, 19972
19861, 3767, 57743
56633, 21973, 4688
56633, 22081, 21973
57743, 19872, 3778
57743, 19971, 19872
16482, 56633, 22082
16482, 1477, 56633
55333, 16482, 1478
55333, 24381, 16482
19883, 57832, 3689
19883, 3689, 19775
24272, 55333, 24382
24272, 5777, 55333
55343, 24272, 5778
55343, 24371, 24272
57733, 15184, 179
57733, 19981, 15184
19872, 57733, 19982
19872, 3777, 57733
24261, 55343, 24372
24261, 5767, 55343
22183, 56532, 1589
22183, 1589, 16594
19818, 57782, 19933
19818, 3728, 57782
19942, 57773, 3748
19942, 3748, 19840
22153, 56562, 4759
22153, 4759, 22052
1589, 19883, 57831
1589, 16593, 19883
22029, 56572, 22143
22029, 4738, 56572
4749, 22153, 56561
4749, 22040, 22153
22122, 56593, 4728
22122, 4728, 22018
3748, 19952, 57762
3748, 19839, 19952
19923, 57792, 3729
19923, 3729, 19819
57782, 19829, 3739
57782, 19932, 19829
19797, 57801, 19914
19797, 3709, 57801
57811, 19797, 3710
57811, 19903, 19797
19786, 57811, 19904
19786, 3699, 57811
19952, 57763, 3758
19952, 3758, 19851
19829, 57772, 19943
19829, 3738, 57772
4718, 22122, 56592
4718, 22006, 22122
56582, 22029, 4739
56582, 22132, 22029
3758, 19962, 57752
3758, 19850, 19962
57801, 19808, 3720
57801, 19913, 19808
22112, 56603, 4718
22112, 4718, 22007
19962, 57753, 3768
19962, 3768, 19862
57821, 19786, 3700
57821, 19893, 19786
22143, 56572, 4749
22143, 4749, 22041
3729, 19933, 57781
3729, 19818, 19933
22063, 56541, 22174
22063, 4769, 56541
56551, 22063, 4770
56551, 22163, 22063
22052, 56551, 22164
22052, 4759, 56551
3768, 19972, 57742
3768, 19861, 19972
4708, 22112, 56602
4708, 21995, 22112
19972, 57743, 3778
19972, 3778, 19873
22102, 56613, 4708
22102, 4708, 21996
57772, 19840, 3749
57772, 19942, 19840
19982, 57733, 179
19982, 179, 15183
3778, 19982, 57732
3778, 19872, 19982
1478, 22082, 56632
1478, 16482, 22082
24382, 55333, 1478
24382, 1478, 16483
5778, 24382, 55332
5778, 24272, 24382
22082, 56633, 4688
22082, 4688, 21974
24372, 55343, 5778
24372, 5778, 24273
4688, 22092, 56622
4688, 21973, 22092
22092, 56623, 4698
22092, 4698, 21985
5768, 24372, 55342
5768, 24261, 24372
4698, 22102, 56612
4698, 21984, 22102
19808, 57791, 19924
19808, 3719, 57791
56541, 22074, 4780
56541, 22173, 22074
22018, 56582, 22133
22018, 4728, 56582
22074, 56531, 22184
22074, 4779, 56531
19775, 57821, 19894
19775, 3689, 57821
19933, 57782, 3739
19933, 3739, 19830
19840, 57762, 19953
19840, 3748, 57762
56561, 22052, 4760
56561, 22153, 22052
56531, 16594, 1590
56531, 22183, 16594
57831, 19775, 3690
57831, 19883, 19775
57762, 19851, 3759
57762, 19952, 19851
56592, 22018, 4729
56592, 22122, 22018
4739, 22143, 56571
4739, 22029, 22143
16594, 57831, 19884
16594, 1589, 57831
57791, 19819, 3730
57791, 19923, 19819
3739, 19943, 57771
3739, 19829, 19943
19851, 57752, 19963
19851, 3758, 57752
3710, 19914, 57800
3710, 19797, 19914
19904, 57811, 3710
19904, 3710, 19798
22041, 56561, 22154
22041, 4749, 56561
3700, 19904, 57810
3700, 19786, 19904
22007, 56592, 22123
22007, 4718, 56592
57752, 19862, 3769
57752, 19962, 19862
56602, 22007, 4719
56602, 22112, 22007
19943, 57772, 3749
19943, 3749, 19841
22133, 56582, 4739
22133, 4739, 22030
19862, 57742, 19973
19862, 3768, 57742
57742, 19873, 3779
57742, 19972, 19873
19914, 57801, 3720
19914, 3720, 19809
57732, 15183, 178
57732, 19982, 15183
19873, 57732, 19983
19873, 3778, 57732
21996, 56602, 22113
21996, 4708, 56602
16483, 56632, 22083
16483, 1478, 56632
56632, 21974, 4689
56632, 22082, 21974
56612, 21996, 4709
56612, 22102, 21996
55332, 16483, 1479
55332, 24382, 16483
21974, 56622, 22093
21974, 4688, 56622
24273, 55332, 24383
24273, 5778, 55332
56622, 21985, 4699
56622, 22092, 21985
21985, 56612, 22103
21985, 4698, 56612
55342, 24273, 5779
55342, 24372, 24273
4760, 22164, 56550
4760, 22052, 22164
22164, 56551, 4770
22164, 4770, 22064
4770, 22174, 56540
4770, 22063, 22174
19819, 57781, 19934
19819, 3729, 57781
19894, 57821, 3700
19894, 3700, 19787
3749, 19953, 57761
3749, 19840, 19953
3720, 19924, 57790
3720, 19808, 19924
22174, 56541, 4780
22174, 4780, 22075
56571, 22041, 4750
56571, 22143, 22041
57781, 19830, 3740
57781, 19933, 19830
4729, 22133, 56581
4729, 22018, 22133
19953, 57762, 3759
19953, 3759, 19852
4780, 22184, 56530
4780, 22074, 22184
3690, 19894, 57820
3690, 19775, 19894
22154, 56561, 4760
22154, 4760, 22053
3759, 19963, 57751
3759, 19851, 19963
22123, 56592, 4729
22123, 4729, 22019
19830, 57771, 19944
19830, 3739, 57771
19924, 57791, 3730
19924, 3730, 19820
19963, 57752, 3769
19963, 3769, 19863
22184, 56531, 1590
22184, 1590, 16595
19884, 57831, 3690
19884, 3690, 19776
4719, 22123, 56591
4719, 22007, 22123
22030, 56571, 22144
22030, 4739, 56571
57771, 19841, 3750
57771, 19943, 19841
3769, 19973, 57741
3769, 19862, 19973
22113, 56602, 4719
22113, 4719, 22008
19973, 57742, 3779
19973, 3779, 19874
19983, 57732, 178
19983, 178, 15182
3779, 19983, 57731
3779, 19873, 19983
1590, 19884, 57830
1590, 16594, 19884
1479, 22083, 56631
1479, 16483, 22083
22083, 56632, 4689
22083, 4689, 21975
4709, 22113, 56601
4709, 21996, 22113
4689, 22093, 56621
4689, 21974, 22093
24383, 55332, 1479
24383, 1479, 16484
22103, 56612, 4709
22103, 4709, 21997
22093, 56622, 4699
22093, 4699, 21986
5779, 24383, 55331
5779, 24273, 24383
4699, 22103, 56611
4699, 21985, 22103
24373, 55342, 5779
